Call/Put,Strike,Last,Theoretical,IV,Delta,Gamma,Rho,Theta,Vega,Volume
Call,60.00,61.80,60.13,133.65%,99.58,0.00037,0.01091,-0.01181,0.00302,1
Call,65.00,57.50,55.13,119.37%,99.53,0.00045,0.01185,-0.01165,0.00334,1
Call,70.00,52.45,50.13,106.11%,99.48,0.00057,0.01281,-0.01147,0.00370,20
Call,75.00,48.40,45.13,93.70%,99.41,0.00072,0.01379,-0.01127,0.00413,1
Call,80.00,40.63,40.12,82.02%,99.33,0.00092,0.01480,-0.01104,0.00463,40
Call,85.00,0.00,35.13,70.96%,99.23,0.00120,0.01585,-0.01078,0.00523,0
Call,90.00,32.60,30.15,63.97%,98.73,0.00683,0.01903,-0.01537,0.00816,3
Call,95.00,25.45,25.20,57.76%,97.75,0.00370,0.02331,-0.02300,0.01335,2
Call,100.00,20.48,20.25,49.71%,96.53,0.00617,0.02553,-0.02864,0.01918,95
Call,105.00,16.60,15.35,42.32%,94.08,0.01112,0.02905,-0.03783,0.02955,3
Call,106.00,14.88,14.40,41.50%,93.07,0.01282,0.02965,-0.04208,0.03343,1
Call,107.00,0.00,13.45,40.45%,92.01,0.01465,0.03021,-0.04582,0.03726,0
Call,108.00,15.65,12.50,39.20%,90.89,0.01668,0.03078,-0.04908,0.04113,1
Call,109.00,12.75,11.55,37.77%,89.69,0.01987,0.03117,-0.05185,0.04503,6
Call,110.00,11.25,10.65,37.19%,87.79,0.02170,0.03165,-0.05776,0.05083,151
Call,111.00,10.51,9.73,35.84%,86.11,0.02462,0.03164,-0.06096,0.05560,55
Call,112.00,8.97,8.97,37.00%,82.57,0.02768,0.03142,-0.07339,0.06459,7
Call,113.00,10.10,8.00,34.40%,81.02,0.03140,0.03130,-0.07196,0.06812,2
Call,114.00,7.99,7.15,33.36%,78.16,0.03520,0.03084,-0.07597,0.07407,37
Call,115.00,6.45,6.45,33.86%,74.01,0.03813,0.03020,-0.08500,0.08149,"5,222"
Call,116.00,5.90,5.63,32.37%,70.61,0.04236,0.02925,-0.08638,0.08655,144
Call,117.00,5.00,5.00,32.74%,65.96,0.04456,0.02775,-0.09316,0.09212,"2,335"
Call,118.00,4.39,4.28,31.55%,61.62,0.04817,0.02640,-0.09360,0.09598,536
Call,119.00,3.70,3.70,31.46%,56.67,0.04976,0.02468,-0.09623,0.09887,38
Call,120.00,3.19,3.13,30.87%,51.61,0.05139,0.02273,-0.09575,0.10019,808
Call,121.00,2.62,2.62,30.46%,46.41,0.05190,0.02069,-0.09426,0.09987,"4,605"
Call,122.00,2.15,2.15,29.89%,41.11,0.05179,0.01852,-0.09060,0.09778,"3,083"
Call,123.00,1.78,1.78,29.81%,36.08,0.04997,0.01643,-0.08702,0.09411,"1,741"
Call,124.00,1.43,1.43,29.41%,31.08,0.04778,0.01427,-0.08103,0.08878,"4,951"
Call,125.00,1.14,1.14,29.14%,26.42,0.04465,0.01222,-0.07438,0.08221,"3,494"
Call,126.00,0.94,0.89,28.80%,22.04,0.04094,0.01027,-0.06666,0.07452,878
Call,127.00,0.72,0.72,29.02%,18.55,0.03665,0.00869,-0.06064,0.06723,821
Call,128.00,0.57,0.57,29.09%,15.36,0.03239,0.00723,-0.05387,0.05956,931
Call,129.00,0.45,0.45,29.21%,12.63,0.02824,0.00598,-0.04737,0.05214,454
Call,130.00,0.37,0.37,29.71%,10.60,0.02452,0.00503,-0.04255,0.04605,"2,911"
Call,131.00,0.31,0.29,29.84%,8.62,0.02095,0.00410,-0.03671,0.03953,288
Call,132.00,0.25,0.25,30.67%,7.43,0.01823,0.00355,-0.03374,0.03535,459
Call,133.00,0.21,0.21,31.28%,6.30,0.01573,0.00301,-0.03031,0.03112,727
Call,134.00,0.18,0.18,32.00%,5.42,0.01365,0.00259,-0.02754,0.02763,145
Call,135.00,0.15,0.15,32.52%,4.56,0.01172,0.00219,-0.02441,0.02411,493
Call,136.00,0.12,0.12,32.77%,3.73,0.00988,0.00179,-0.02091,0.02048,111
Call,137.00,0.11,0.11,33.81%,3.37,0.00880,0.00162,-0.01983,0.01883,297
Call,138.00,0.10,0.10,34.76%,3.02,0.00784,0.00146,-0.01866,0.01723,105
Call,139.00,0.10,0.10,36.23%,2.92,0.00730,0.00140,-0.01888,0.01672,27
Call,140.00,0.09,0.09,37.05%,2.61,0.00650,0.00126,-0.01759,0.01523,621
Call,145.00,0.06,0.06,41.43%,1.65,0.00394,0.00080,-0.01335,0.01034,385
Call,150.00,0.04,0.04,45.22%,1.06,0.00247,0.00051,-0.00996,0.00706,14
Call,155.00,0.03,0.03,49.19%,0.76,0.00169,0.00037,-0.00808,0.00526,91
Call,160.00,0.02,0.02,52.11%,0.50,0.00110,0.00024,-0.00589,0.00362,51
Call,165.00,0.02,0.02,56.99%,0.46,0.00094,0.00022,-0.00600,0.00338,43
Call,170.00,0.01,0.01,57.66%,0.24,0.00052,0.00012,-0.00339,0.00188,2
Call,175.00,0.02,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,226
Call,180.00,0.01,0.01,66.04%,0.21,0.00040,0.00010,-0.00348,0.00169,19
Put,60.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,1
Put,65.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,35
Put,70.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,10
Put,75.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,20
Put,80.00,0.01,0.01,68.72%,-0.19,0.00035,-0.00011,-0.00329,0.00153,5
Put,85.00,0.02,0.02,63.55%,-0.39,0.00072,-0.00021,-0.00578,0.00291,"1,920"
Put,90.00,0.04,0.04,58.51%,-0.79,0.00147,-0.00043,-0.00999,0.00546,57
Put,95.00,0.07,0.07,52.51%,-1.45,0.00278,-0.00079,-0.01518,0.00923,8
Put,100.00,0.13,0.13,46.82%,-2.78,0.00542,-0.00152,-0.02356,0.01607,334
Put,105.00,0.25,0.25,41.17%,-5.50,0.01075,-0.00301,-0.03610,0.02798,80
Put,106.00,0.23,0.29,40.00%,-6.31,0.01232,-0.00345,-0.03907,0.03116,274
Put,107.00,0.29,0.33,38.81%,-7.24,0.01412,-0.00395,-0.04216,0.03465,289
Put,108.00,0.32,0.37,37.71%,-8.37,0.01622,-0.00457,-0.04575,0.03868,274
Put,109.00,0.36,0.44,36.64%,-9.71,0.01864,-0.00530,-0.04964,0.04319,74
Put,110.00,0.50,0.50,35.46%,-11.20,0.02136,-0.00612,-0.05330,0.04789,250
Put,111.00,0.57,0.61,34.91%,-13.35,0.02454,-0.00729,-0.05935,0.05416,127
Put,112.00,0.69,0.73,34.09%,-15.64,0.02796,-0.00855,-0.06451,0.06026,162
Put,113.00,0.76,0.87,33.41%,-18.37,0.03163,-0.01005,-0.07012,0.06681,303
Put,114.00,0.88,1.04,32.72%,-21.46,0.03548,-0.01175,-0.07545,0.07338,251
Put,115.00,1.22,1.24,32.03%,-24.96,0.03943,-0.01368,-0.08037,0.07981,"5,749"
Put,116.00,1.46,1.50,31.70%,-29.06,0.04299,-0.01596,-0.08588,0.08613,860
Put,117.00,1.75,1.79,31.13%,-33.40,0.04649,-0.01837,-0.08963,0.09147,983
Put,118.00,2.09,2.14,30.78%,-38.17,0.04926,-0.02103,-0.09295,0.09584,"1,339"
Put,119.00,2.50,2.50,30.05%,-43.15,0.05201,-0.02381,-0.09363,0.09880,832
Put,120.00,2.85,2.97,29.87%,-48.43,0.05307,-0.02679,-0.09448,0.10020,"1,781"
Put,121.00,3.32,3.45,29.36%,-53.82,0.05378,-0.02985,-0.09264,0.09981,454
Put,122.00,3.95,3.95,28.45%,-59.45,0.05418,-0.03303,-0.08780,0.09744,558
Put,123.00,4.50,4.60,28.52%,-64.62,0.05183,-0.03603,-0.08456,0.09345,302
Put,124.00,5.20,5.20,27.47%,-70.28,0.05011,-0.03928,-0.07605,0.08700,313
Put,125.00,5.90,5.90,26.90%,-75.41,0.04654,-0.04228,-0.06799,0.07913,541
Put,126.00,6.20,6.75,27.70%,-78.91,0.04145,-0.04450,-0.06437,0.07259,63
Put,127.00,7.41,7.55,27.33%,-82.96,0.03683,-0.04698,-0.05597,0.06363,103
Put,128.00,8.21,8.43,27.61%,-85.95,0.03209,-0.04894,-0.05000,0.05601,176
Put,129.00,8.73,9.35,28.41%,-88.03,0.02790,-0.05044,-0.04620,0.05011,52
Put,130.00,9.85,10.25,28.33%,-90.49,0.02368,-0.05213,-0.03932,0.04243,107
Put,131.00,9.13,11.20,29.04%,-91.96,0.02037,-0.05332,-0.03573,0.03741,20
Put,132.00,11.15,12.15,29.46%,-93.38,0.01731,-0.05448,-0.03150,0.03224,9
Put,133.00,12.57,13.10,29.53%,-94.77,0.01434,-0.05563,-0.02655,0.02678,57
Put,134.00,13.89,14.05,29.07%,-96.17,0.01130,-0.05679,-0.02075,0.02078,111
Put,135.00,14.49,15.05,30.66%,-96.34,0.01033,-0.05731,-0.02106,0.02003,42
Put,136.00,15.81,16.03,30.83%,-97.09,0.00847,-0.05814,-0.01780,0.01652,46
Put,137.00,15.63,17.00,30.58%,-97.85,0.00661,-0.05896,-0.01411,0.01279,1
Put,138.00,16.41,18.00,31.99%,-97.93,0.00611,-0.05944,-0.01427,0.01238,1
Put,139.00,16.39,19.00,33.38%,-98.01,0.00568,-0.05992,-0.01441,0.01200,1
Put,140.00,16.05,20.00,34.76%,-98.07,0.00530,-0.06039,-0.01454,0.01165,12
Put,145.00,23.39,24.95,33.21%,-99.60,0.00132,-0.06337,-0.00479,0.00277,1
Put,150.00,27.11,29.95,38.53%,-99.64,0.00102,-0.06558,-0.00490,0.00249,1
Put,155.00,31.31,35.05,58.28%,-97.87,0.00345,-0.06688,-0.02502,0.01272,1
Put,160.00,36.81,40.05,64.28%,-98.03,0.00292,-0.06916,-0.02567,0.01186,14
Put,165.00,42.35,45.00,64.59%,-98.85,0.00181,-0.07176,-0.01679,0.00740,20
Put,170.00,0.00,50.00,69.76%,-98.92,0.00158,-0.07399,-0.01710,0.00700,0
Put,175.00,55.15,55.00,74.74%,-98.98,0.00141,-0.07621,-0.01738,0.00666,27
Put,180.00,58.65,60.00,79.53%,-99.03,0.00126,-0.07843,-0.01765,0.00636,1
